"","SAMPLE_ID","SumOfLength.cm.","SumOfProjArea.cm2.","SumOfSurfArea.cm2.","SumOfAvgDiam.mm.","SumOfRootVolume.cm3.","STEM","COTS_TOTAL","LEAF_TOTAL","Total.Of.PROJ_AREA_AG","LEAF","LEAVES_TOTAL","TRANSP_DATE","GERM_ID","COLOR","TLD","HD","H_num_og","HT","L_num","C_num","PWF","L.SFW","CWS","CWD","LWS","LWD","SWS","SWD","RWF","RWD","LWF_A","LWS_A","LWD_A","LWF_B","LWS_B","LWD_B","BWF_A","BWS_A","BWD_A","SWF_A","SWD_A","NOTES","AVG_SEED_WEIGHT","SPECIES","LOCATION_CODE","POP_CODE","SAMPLE_NUM","H_num","LETTER","POP_ID","GrowthForm","LWD_tmp","RWD_tmp","SLA","LW_Max_A","LW_Max_B","BW_Max","LW_Max_Sum","Grass_LW_Max","LDMC","SRL","RDMC","RTD","RMR","Above_weight_sum","Tot_weight_sum","Days"
"152","ELTR_UTSW_DNF_16_H3_R",305.979,10.4936,32.9666,0.343,0.283,NA,0,0,15.9549,NA,15.9549,"8/10",NA,"R","8/10","9/20",3,24.9,3,NA,0.3809,0.1671,NA,NA,0.1594,0.0423,0.0171,0.0019,0.0644,0.0154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","DNF","16","H3","R","ELTR_UTSW_DNF","GRASS",0.0423,0.0154,37.7184397163121,NA,NA,NA,NA,0.1671,0.253141831238779,19.8687662337662,0.239130434782609,0.0544169611307421,0.258389261744966,0.0442,0.0596,"42"
"153","ELTR_UTSW_DNF_17_H4_Y",15996.2505,402.2171,1263.6023,1.2722,8.021,NA,0,39.283,39.283,NA,0,"8/14",NA,"Y","8/14","11/6",4,43,60,NA,NA,7.7331,NA,NA,7.7331,1.814,NA,NA,7.5267,1.0675,0.204,0.204,0.0469,0.0884,0.0884,0.0232,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","DNF","17","H4","Y","ELTR_UTSW_DNF","GRASS",1.814,1.0675,56.0385164051355,0.204,0.0884,NA,0.2924,7.7331,0.239740082079343,14.9847779859485,0.141828424143383,0.13308814362299,0.361668247730045,1.8841,2.9516,"84"
"154","ELTR_UTSW_DNF_18_H2_R",267.5338,6.9717,21.9023,0.2606,0.143,NA,0,0,3.3095,NA,3.3095,"8/3",NA,"R","8/3","8/29",2,14.4,3,NA,0.1158,0.039,NA,NA,0.0275,0.0074,0.0056,8e-04,0.0635,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","DNF","18","H2","R","ELTR_UTSW_DNF","GRASS",0.0074,0.014,44.722972972973,NA,NA,NA,NA,0.039,0.18974358974359,19.1095571428571,0.220472440944882,0.0979020979020979,0.630630630630631,0.0082,0.0222,"24"
"155","ELTR_UTSW_DNF_19_H2_B",213.3032,5.9287,18.6256,0.2779,0.129,NA,0,0,2.0063,NA,2.0063,"7/31",NA,"B","7/31","8/24",2,11.5,2,NA,0.0744,0.0155,NA,NA,0.0118,0.0027,0.0038,0,0.0485,0.0054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","DNF","19","H2","B","ELTR_UTSW_DNF","GRASS",0.0027,0.0054,74.3074074074074,NA,NA,NA,NA,0.0155,0.174193548387097,39.5005925925926,0.111340206185567,0.0418604651162791,0.666666666666667,0.0027,0.0081,"24"
"156","ELTR_UTSW_DNF_2_H1_B",50.4068,1.5687,4.9282,0.3112,0.038,NA,0,0,1.3363,NA,1.3363,"8/2",NA,"B","8/2","8/11",1,9.1,1,NA,0.0388,0.0124,NA,NA,0.0089,0.0056,0.0039,0.0022,0.0144,0.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","DNF","2","H1","B","ELTR_UTSW_DNF","GRASS",0.0056,0.0027,23.8625,NA,NA,NA,NA,0.0124,0.451612903225806,18.6691851851852,0.1875,0.0710526315789474,0.257142857142857,0.0078,0.0105,"10"
"157","ELTR_UTSW_DNF_3_H4_B",3625.8124,162.725,511.2158,0.4488,5.736,NA,0,55.2157,464.1156,NA,408.8999,"7/29",NA,"B","7/29","10/24",4,47.6,21,NA,6.8293,2.8405,NA,NA,2.8405,0.5232,NA,NA,2.6558,0.2817,0.1623,0.1639,0.0381,0.5508,0.394,0.1023,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","DNF","3","H4","B","ELTR_UTSW_DNF","GRASS",0.5232,0.2817,39.3274216524216,0.1639,0.5508,NA,0.7147,2.8405,0.196446061284455,12.8711835285765,0.106069734166729,0.0491108786610879,0.298000634719137,0.6636,0.9453,"84"
"158","ELTR_UTSW_DNF_4_H2_R",170.4012,4.7175,14.8203,0.2768,0.103,NA,0,0,4.2089,NA,4.2089,"8/9",NA,"R","9/9","9/1",2,13.8,3,NA,6.8293,2.8405,NA,NA,0.0295,0.0057,0.0047,6e-04,0.0468,0.0073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","DNF","4","H2","R","ELTR_UTSW_DNF","GRASS",0.0057,0.0073,73.840350877193,NA,NA,NA,NA,2.8405,0.0020066889632107,23.3426301369863,0.155982905982906,0.070873786407767,0.536764705882353,0.0063,0.0136,"24"
"159","ELTR_UTSW_DNF_7_H4_Y",6621.9426,230.3213,723.5756,0.3478,6.292,NA,0,74.5911,74.5911,NA,0,"7/31",NA,"Y","7/3","10/23",4,48.5,26,NA,12.7125,5.3349,NA,NA,5.3349,1.1229,NA,NA,6.3827,0.8135,0.2716,0.2535,0.0612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","DNF","7","H4","Y","ELTR_UTSW_DNF","GRASS",1.1229,0.8135,121.880882352941,0.2716,NA,NA,0.2716,5.3349,0.225331369661267,8.14006465888138,0.127453898820248,0.129291163382072,0.407238686423708,1.1841,1.9976,"84"
"160","ELTR_UTSW_SP_10_H4_R",2664.5858,62.249,195.5611,0.3956,1.161,NA,0,5.4935,5.4935,NA,0,"7/31",NA,"R","7/31","10/23",4,29.7,26,NA,3.7628,1.8218,NA,NA,1.8218,0.3948,NA,NA,1.4469,0.1609,0.1268,0.117,0.0221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","10","H4","R","ELTR_UTSW_SP","GRASS",0.3948,0.1609,24.8574660633484,0.1268,NA,NA,0.1268,1.8218,0.174290220820189,16.5605083903045,0.111203262146658,0.138587424633936,0.278470058843891,0.4169,0.5778,"84"
"161","ELTR_UTSW_SP_13_H3_R",63.1776,1.4821,4.6561,0.2346,0.027,NA,0,0,2.1645,NA,2.1645,"8/4",NA,"R","8/4","9/8",3,8.5,4,NA,0.0327,0.0192,NA,NA,0.0154,0.0022,0.0044,6e-04,0.0118,9e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","13","H3","R","ELTR_UTSW_SP","GRASS",0.0022,9e-04,98.3863636363636,NA,NA,NA,NA,0.0192,0.114583333333333,70.1973333333333,0.076271186440678,0.0333333333333333,0.243243243243243,0.0028,0.0037,"42"
"162","ELTR_UTSW_SP_15_H2_B",61.2512,1.3384,4.2047,0.2185,0.023,NA,0,0,0.6469,NA,0.6469,"7/31",NA,"B","7/31","8/24",2,4.4,2,NA,0.0123,0.004,NA,NA,0.0026,0.000671,0.0012,0,0.0075,0.0008132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","15","H2","B","ELTR_UTSW_SP","GRASS",0.000671,0.0008132,96.408345752608,NA,NA,NA,NA,0.004,0.16775,75.3212001967536,0.108426666666667,0.0353565217391304,0.54790459506805,0.000671,0.0014842,"24"
"163","ELTR_UTSW_SP_17_H1_B",14.875,0.3807,1.196,0.2559,0.008,NA,0,0,0.3891,NA,0.3891,"8/3",NA,"B","8/3","8/14",1,3.6,2,NA,0.0103,0.0036,NA,NA,0.0034,1e-04,NA,NA,0.0025,2e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","17","H1","B","ELTR_UTSW_SP","GRASS",1e-04,2e-04,389.1,NA,NA,NA,NA,0.0036,0.0277777777777778,74.375,0.08,0.025,0.666666666666667,1e-04,3e-04,"10"
"164","ELTR_UTSW_SP_17_H1_Y",11.0779,0.2694,0.8462,0.2431,0.005,NA,0,0,0.2387,NA,0.2387,"8/3",NA,"Y","8/3","8/14",1,3.5,1,NA,0.0088,0.0051,NA,NA,0.0017,0.000211,NA,NA,0.0018,0.0001812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","17","H1","Y","ELTR_UTSW_SP","GRASS",0.000211,0.0001812,113.127962085308,NA,NA,NA,NA,0.0051,0.0413725490196078,61.1363134657837,0.100666666666667,0.03624,0.462009178990311,0.000211,0.0003922,"10"
"165","ELTR_UTSW_SP_20_H4_Y",5021.7452,116.0132,364.4664,0.7899,2.292,NA,0,57.2521,57.2521,NA,0,"8/31",NA,"Y","8/31","11/24",4,37.2,42,NA,NA,NA,NA,NA,3.7411,0.7859,NA,NA,2.3124,0.2498,0.1035,0.1035,0.0222,0.0203,0.0215,0.0038,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","20","H4","Y","ELTR_UTSW_SP","GRASS",0.7859,0.2498,220.200384615385,0.1035,0.0215,NA,0.125,3.7411,0.208,20.1030632506005,0.108026293028888,0.108987783595113,0.235283036639352,0.8119,1.0617,"84"
"166","ELTR_UTSW_SP_3_H3_Y",63.3517,1.6792,5.2753,0.2651,0.035,NA,0,0,1.8841,NA,1.8841,"7/31",NA,"Y","7/31","9/11",3,8.5,3,NA,0.0331,0.0158,NA,NA,0.0155,0.0031,NA,NA,0.0092,0.0013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","3","H3","Y","ELTR_UTSW_SP","GRASS",0.0031,0.0013,60.7774193548387,NA,NA,NA,NA,0.0158,0.19620253164557,48.7320769230769,0.141304347826087,0.0371428571428571,0.295454545454545,0.0031,0.0044,"42"
"167","ELTR_UTSW_SP_5_H3_R",44.4465,1.1026,3.4638,0.2481,0.021,NA,0,0,2.3787,NA,2.3787,"7/29",NA,"R","7/29","9/9",3,7.6,4,NA,0.0259,0.0178,NA,NA,0.0195,0.0022,NA,NA,0.0085,6e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","5","H3","R","ELTR_UTSW_SP","GRASS",0.0022,6e-04,108.122727272727,NA,NA,NA,NA,0.0195,0.112820512820513,74.0775,0.0705882352941176,0.0285714285714286,0.214285714285714,0.0022,0.0028,"42"
"168","ELTR_UTSW_SP_7_H2_B",27.5664,0.6304,1.9805,0.2287,0.011,NA,0,0,0.765,NA,0.765,"8/11",NA,"B","8/11","9/5",2,6.7,3,NA,0.0151,0.0063,NA,NA,0.0066,0.0011436,NA,NA,0.0037,0.0004297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","7","H2","B","ELTR_UTSW_SP","GRASS",0.0011436,0.0004297,66.894018887723,NA,NA,NA,NA,0.0066,0.173272727272727,64.1526646497556,0.116135135135135,0.0390636363636364,0.273120193224433,0.0011436,0.0015733,"24"
"169","ELTR_UTSW_SP_8_H4_Y",524.5351,12.3668,38.8513,0.2358,0.229,NA,0,4.8283,4.8283,NA,0,"8/28",NA,"Y","8/28","11/20",4,22.8,13,NA,NA,0.4245,NA,NA,0.3567,0.0789,NA,NA,0.317,0.0295,0.0926,0.082,0.0161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","8","H4","Y","ELTR_UTSW_SP","GRASS",0.0789,0.0295,29.9894409937888,0.0926,NA,NA,0.0926,0.4245,0.173866090712743,17.7808508474576,0.0930599369085173,0.12882096069869,0.236947791164659,0.095,0.1245,"84"
"170","ELTR_UTSW_SP_9_H1_B",16.778,0.3752,1.1786,0.2236,0.007,NA,0,0,0.4345,NA,0.4345,"7/29",NA,"B","7/29","8/8",1,4.8,1,NA,0.0058,0.0031,NA,NA,0.0028,0.0003707,NA,NA,0.0016,0.0004201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","9","H1","B","ELTR_UTSW_SP","GRASS",0.0003707,0.0004201,117.210682492582,NA,NA,NA,NA,0.0031,0.11958064516129,39.9381099738157,0.2625625,0.0600142857142857,0.531234193222054,0.0003707,0.0007908,"10"
"171","ELTR_UTSW_SP_9_H1_R",14.4911,0.3188,1.0014,0.22,0.006,NA,0,0,0.2448,NA,0.2448,"7/29",NA,"R","7/29","8/8",1,3.4,1,NA,0.004,0.0016,NA,NA,0.0014,0.0002042,NA,NA,6e-04,0.0002642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","9","H1","R","ELTR_UTSW_SP","GRASS",0.0002042,0.0002642,119.882468168462,NA,NA,NA,NA,0.0016,0.127625,54.8489780469341,0.440333333333333,0.0440333333333333,0.564047822374039,0.0002042,0.0004684,"10"
"172","HEAN_AZSE_HWD_1_H1_O",6.5939,0.1609,0.5055,0.244,0.003,NA,0.0858,0,0.1461,NA,0.0603,"8/2","A7","O",NA,"8/11",1,1.6,2,2,0.012,0.0069,0.0058,0.0048,0.0015,7e-04,0.005,0.002,0.0039,0.0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","AZSE","HWD","1","H1","O","HEAN_AZSE_HWD","FORB",7e-04,0.0011,8.61428571428571,NA,NA,NA,NA,0.0069,0.466666666666667,5.99445454545454,0.282051282051282,0.366666666666667,0.127906976744186,0.0075,0.0086,"10"
"173","HEAN_AZSE_HWD_11_H3_O",58.599,1.2311,3.8676,0.2101,0.02,NA,0,0,3.16,NA,3.16,"8/9","C11","O",NA,"9/20",3,3.9,4,NA,0.1145,0.0908,NA,NA,0.0801,0.0094,0.0044,3e-04,0.0237,0.0021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","AZSE","HWD","11","H3","O","HEAN_AZSE_HWD","FORB",0.0094,0.0021,33.6170212765957,NA,NA,NA,NA,0.0908,0.117353308364544,27.9042857142857,0.0886075949367089,0.105,0.177966101694915,0.0097,0.0118,"42"
"174","HEAN_AZSE_HWD_12_H4_G",10945.5348,372.2949,1169.5989,0.6705,10.2,NA,0,24.456,24.456,24.456,0,"8/9","D7","G",NA,"11/1",4,47.8,26,NA,29.0262,16.3188,NA,NA,9.187,1.2267,7.1318,1.2526,11.548,0.8419,0.728,0.5083,0.0985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","AZSE","HWD","12","H4","G","HEAN_AZSE_HWD","FORB",1.2267,0.8419,24.8284263959391,0.728,NA,NA,0.728,16.3188,0.135302197802198,13.0009915666944,0.0729043990301351,0.0825392156862745,0.246191186361377,2.5778,3.4197,"84"
"175","HEAN_AZSE_HWD_14_H2_O",8.7755,0.1872,0.5882,0.2134,0.003,NA,0.0236,0,0.2641,NA,0.2405,"8/16","C3","O",NA,"9/10",2,2.4,4,NA,0.0167,0.0108,NA,NA,0.0077,9e-04,0.0018,4e-04,0.0024,0.0002533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","AZSE","HWD","14","H2","O","HEAN_AZSE_HWD","FORB",9e-04,0.0002533,26.7222222222222,NA,NA,NA,NA,0.0108,0.116883116883117,34.6446900908014,0.105541666666667,0.0844333333333333,0.163072168930664,0.0013,0.0015533,"24"
"176","HEAN_AZSE_HWD_15_H2_O",4.7499,0.1359,0.4268,0.286,0.003,NA,0,0,0.2135,NA,0.2135,"8/16","C5","O",NA,"9/1",2,1.7,4,NA,0.00115,0.0069,NA,NA,0.0026,0.001,0.0011,3e-04,0.0018,0.0003488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","AZSE","HWD","15","H2","O","HEAN_AZSE_HWD","FORB",0.001,0.0003488,21.35,NA,NA,NA,NA,0.0069,0.384615384615385,13.6178325688073,0.193777777777778,0.116266666666667,0.211547792333819,0.0013,0.0016488,"24"
"177","HEAN_AZSE_HWD_2_H2_O",9.163,0.2199,0.6909,0.24,0.004,NA,0.0299,0,0.4706,NA,0.4407,"8/2","B2","O",NA,"8/25",2,3.7,4,2,0.0287,0.0237,0.0081,0.001,0.0036,3e-04,0.0149,6e-04,0.0048,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","AZSE","HWD","2","H2","O","HEAN_AZSE_HWD","FORB",3e-04,5e-04,146.9,NA,NA,NA,NA,0.0237,0.0833333333333333,18.326,0.104166666666667,0.125,0.208333333333333,0.0019,0.0024,"24"
"178","HEAN_AZSE_HWD_6_H2_G",8.0471,0.2561,0.8044,0.3182,0.006,NA,0.0175,0,0.4228,NA,0.4053,"8/2","C10","G",NA,"8/25",2,2.2,4,2,0.0195,0.0113,NA,NA,0.0081,8e-04,0.0046,3e-04,0.0059,0.0005796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","AZSE","HWD","6","H2","G","HEAN_AZSE_HWD","FORB",8e-04,0.0005796,50.6625,NA,NA,NA,NA,0.0113,0.0987654320987654,13.8838854382333,0.0982372881355932,0.0966,0.345082162419624,0.0011,0.0016796,"24"
"179","HEAN_AZSE_HWD_7_H3_O",16.0556,0.6156,1.934,0.3834,0.019,NA,0,0,2.9661,NA,2.9661,"8/2","D4","O",NA,"9/13",3,6.2,4,2,0.148,0.1157,NA,NA,0.0789,0.0078,0.0397,0.0022,0.0272,0.0028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","AZSE","HWD","7","H3","O","HEAN_AZSE_HWD","FORB",0.0078,0.0028,38.0269230769231,NA,NA,NA,NA,0.1157,0.0988593155893536,5.73414285714286,0.102941176470588,0.147368421052632,0.21875,0.01,0.0128,"42"
"180","HEAN_AZSE_HWD_8_H4_O",14795.4337,438.6843,1378.1675,1.7912,10.305,NA,0,17.4256,17.4256,17.4256,0,"8/9","D9","O",NA,"11/1",4,46,31,NA,NA,NA,NA,NA,10.3312,1.3411,7.546,1.6227,12.9414,0.8898,0.5312,0.5538,0.0722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","AZSE","HWD","8","H4","O","HEAN_AZSE_HWD","FORB",1.3411,0.8898,24.1351800554017,0.5538,NA,NA,0.5538,10.3312,0.130371975442398,16.6278193976174,0.0687560851221661,0.0863464337700146,0.226654439859392,3.036,3.9258,"84"
"181","HEAN_AZSE_HWD_9_H1_G",9.2622,0.2153,0.6764,0.2325,0.004,NA,0.077,0,0.161,NA,0.084,"8/9","A8","G",NA,"8/18",1,0.8,2,2,0.0071,0.0051,0.0028,5e-05,0.0035,6e-04,0.0027,1e-04,0.0016,6e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","AZSE","HWD","9","H1","G","HEAN_AZSE_HWD","FORB",6e-04,6e-04,14,NA,NA,NA,NA,0.0051,0.171428571428571,15.437,0.375,0.15,0.444444444444444,0.00075,0.00135,"10"
"182","HEAN_AZSE_HWD_9_H1_O",3.8672,0.1077,0.3384,0.2785,0.002,NA,0.087,0,0.2296,NA,0.1426,"8/9","A9","O",NA,"8/18",1,1.2,2,2,0.0096,0.0078,0.0021,5e-04,0.0019,0.00104,0.0019,8e-04,0.0021,0.0002022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","AZSE","HWD","9","H1","O","HEAN_AZSE_HWD","FORB",0.00104,0.0002022,13.7115384615385,NA,NA,NA,NA,0.0078,0.547368421052632,19.1256181998022,0.0962857142857143,0.1011,0.079537408543781,0.00234,0.0025422,"10"
"183","HEAN_UTEC_CI_1_H1_B",18.6035,0.6644,2.0873,0.3571,0.019,NA,0.3649,0,0.3649,NA,0,"10/2","A2","B",NA,"10/12",1,3.1,2,2,0.0583,0.036,0.0153,0.0015,9e-04,0.000199,0.0154,6e-04,0.0204,0.0012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","UTEC","CI","1","H1","B","HEAN_UTEC_CI","FORB",0.000199,0.0012,0,NA,NA,NA,NA,0.036,0.221111111111111,15.5029166666667,0.0588235294117647,0.0631578947368421,0.342955130037153,0.002299,0.003499,"10"
"184","HEAN_UTEC_CI_10_H3_B",105.5738,2.796,8.7837,0.2648,0.058,NA,0,0,3.7391,NA,3.7391,"10/2","D6","B",NA,"11/13",3,9.1,4,2,0.2077,0.144,0.0059,0.0021,0.0649,0.0063,0.0529,0.0029,0.0555,0.0026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","UTEC","CI","10","H3","B","HEAN_UTEC_CI","FORB",0.0063,0.0026,59.3507936507936,NA,NA,NA,NA,0.144,0.0970724191063174,40.6053076923077,0.0468468468468468,0.0448275862068965,0.18705035971223,0.0113,0.0139,"42"
"185","HEAN_UTEC_CI_12_H2_B",40.6107,1.1924,3.7459,0.2936,0.027,NA,0.1058,0,0.9426,NA,0.8368,"10/2","C4","B",NA,"10/26",2,3.3,4,2,0.0685,0.0513,NA,NA,0.0237,0.0023,0.0237,0.0023,0.0305,0.0019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","UTEC","CI","12","H2","B","HEAN_UTEC_CI","FORB",0.0023,0.0019,36.3826086956522,NA,NA,NA,NA,0.0513,0.0970464135021097,21.3740526315789,0.0622950819672131,0.0703703703703704,0.292307692307692,0.0046,0.0065,"24"
"186","HEAN_UTEC_CI_14_H4_B",NA,NA,NA,NA,NA,NA,0,57.4475,57.4475,NA,0,"10/2","C11","B",NA,"12/27",4,80,17,NA,NA,NA,NA,NA,4.872,1.1874,15.7154,2.4811,NA,NA,0.3856,0.3856,0.0712,0.9109,0.9109,0.1728,NA,NA,NA,NA,NA,NA,NA,"HEAN","UTEC","CI","14","H4","B","HEAN_UTEC_CI","FORB",1.1874,NA,23.5440573770492,0.3856,0.9109,NA,1.2965,4.872,0.188198997300424,NA,NA,NA,NA,3.9125,3.9125,"84"
"187","HEAN_UTEC_CI_15_H1_B",5.0971,0.1681,0.528,0.3298,0.004,NA,0.1567,0,0.1567,NA,0,"10/4","A10","B",NA,"10/13",1,2.2,NA,2,0.0155,0.0132,0.009,0.0016,NA,NA,0.0117,0.0012,0.0043,4e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","UTEC","CI","15","H1","B","HEAN_UTEC_CI","FORB",NA,4e-04,NA,NA,NA,NA,NA,0.0132,NA,12.74275,0.0930232558139535,0.1,0.125,0.0028,0.0032,"10"
"188","HEAN_UTEC_CI_16_H2_B",18.3045,0.4986,1.5665,0.2724,0.011,NA,0.532,0,1.6444,NA,1.1124,"10/4","B2","B",NA,"10/27",2,5.2,3,2,0.1237,0.1076,0.0205,0.0022,0.0403,0.0011,0.0416,0.0029,0.0157,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","UTEC","CI","16","H2","B","HEAN_UTEC_CI","FORB",0.0011,5e-04,101.127272727273,NA,NA,NA,NA,0.1076,0.0272952853598015,36.609,0.0318471337579618,0.0454545454545455,0.0746268656716418,0.0062,0.0067,"24"
"189","HEAN_UTEC_CI_17_H3_B",274.5534,7.2808,22.8732,0.2652,0.152,NA,0.4341,0,12.3345,NA,11.9004,"10/4","C1","B",NA,"11/15",3,8.5,6,1,NA,0.4893,0.0128,0.0013,0.2796,0.034,0.1876,0.0104,0.1919,0.0097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","UTEC","CI","17","H3","B","HEAN_UTEC_CI","FORB",0.034,0.0097,35.0011764705882,NA,NA,NA,NA,0.4893,0.121602288984263,28.3044742268041,0.0505471599791558,0.0638157894736842,0.175090252707581,0.0457,0.0554,"42"
"190","HEAN_UTEC_CI_18_H4_B",NA,NA,NA,NA,NA,NA,0,26.6881,26.6881,NA,0,"10/4","C6","B",NA,"1/2",4,66.5,27,NA,NA,NA,NA,NA,6.431,1.4542,10.8871,1.4131,NA,NA,0.5956,0.5956,0.111,0.0959,0.1126,0.0168,NA,NA,NA,NA,NA,NA,NA,"HEAN","UTEC","CI","18","H4","B","HEAN_UTEC_CI","FORB",1.4542,NA,20.8827073552426,0.5956,0.1126,NA,0.7082,6.431,0.180457497881954,NA,NA,NA,NA,2.9951,2.9951,"84"
"191","HEAN_UTEC_CI_2_H2_B",169.5694,4.7074,14.7887,0.2776,0.103,NA,0.6254,0,1.6903,NA,1.0649,"10/2","A9","B",NA,"10/26",2,6.1,4,2,0.1865,0.1145,0.0202,0.002,0.0277,0.0032,0.0442,0.0026,0.1334,0.0062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","UTEC","CI","2","H2","B","HEAN_UTEC_CI","FORB",0.0032,0.0062,33.278125,NA,NA,NA,NA,0.1145,0.115523465703971,27.3499032258065,0.0464767616191904,0.0601941747572816,0.442857142857143,0.0078,0.014,"24"
"192","HEAN_UTEC_CI_3_H4_B",NA,NA,NA,NA,NA,NA,0,61.9141,61.9141,NA,0,"10/2","B3","B",NA,"12/28",4,61.5,25,NA,NA,NA,NA,NA,7.7451,1.5008,10.2915,2.5493,NA,NA,1.0767,1.0799,0.2053,0.6085,0.6085,0.1183,NA,NA,NA,NA,NA,NA,NA,"HEAN","UTEC","CI","3","H4","B","HEAN_UTEC_CI","FORB",1.5008,NA,19.1329110012361,1.0799,0.6085,NA,1.6884,7.7451,0.19166074389955,NA,NA,NA,NA,4.3737,4.3737,"84"
"193","HEAN_UTEC_CI_5_H1_B",18.5606,0.7558,2.3744,0.4072,0.024,NA,0.6093,0,0.6093,NA,0,"10/2","B8","B",NA,"10/12",1,3.9,2,2,0.0851,0.0523,0.0236,0.0016,0.0012,0.000165,0.0269,0.001,0.0275,0.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","UTEC","CI","5","H1","B","HEAN_UTEC_CI","FORB",0.000165,0.0016,0,NA,NA,NA,NA,0.0523,0.1375,11.600375,0.0581818181818182,0.0666666666666667,0.366552119129439,0.002765,0.004365,"10"
"194","HEAN_UTEC_CI_6_H3_B",129.8154,3.0769,9.6664,0.237,0.057,NA,0,0,6.9233,NA,6.9233,"10/2","C5","B",NA,"11/13",3,11.4,6,NA,0.3205,0.2472,NA,NA,0.1726,0.0186,NA,0.0041,0.052,0.0035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAN","UTEC","CI","6","H3","B","HEAN_UTEC_CI","FORB",0.0186,0.0035,37.2220430107527,NA,NA,NA,NA,0.2472,0.107763615295481,37.0901142857143,0.0673076923076923,0.0614035087719298,0.133587786259542,0.0227,0.0262,"42"
